hc,male,time,date,tr,hc_pct
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,0,12 - 13,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,1,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,0,13 - 14,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,1,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,0,14 - 15,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,1,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
0,0,15 - 16,2019-04-02,01. Baseline,0
